Vector,Label
"['hrm', 'cv', 'job']",0
['søk'],0
"['all', 'søker', 'år', 'ell', 'diss', 'kvalifikasjon', 'vurder']",3
"['søknad', 'stilling', 'bauhaus', 'liertopp']",0
"['god', 'mul', 'person', 'utvikling']",0
"['erfaring', 'á', 'la', 'cart', 'servering', 'samt', 'kjennskap', 'kinesisk', 'mat', 'kultur', 'fordel', 'ikk', 'krav']",3
"['finn', 'plan', 'kirk']",0
"['førerkort', 'klass', 'b', 'komm', 'godt', 'ikk', 'nødvend']",3
"['stilling', 'ikk', 'lyst', 'led', 'internt', 'kommun']",0
"['nøye', 'strukturer', 'lik', 'utfordring', 'krav']",2
"['stand', 'dørselg', 'salg', 'fisk', 'privat', 'husholdning', 'primært', 'dørsalg']",1
"['endring', 'arbeidsoppgav', 'må', 'påberegn']",0
"['reising', 'må', 'påregn', 'stilling']",0
"['klinisk', 'erfaring', 'relevant', 'fagområd']",3
"['salg', 'produkt', 'søk', 'sult', 'seriøs', 'selg']",1
"['kjennetegn', 'ærl', 'lojalit', 'entusiasm']",2
"['førerkort', 'klass', 'c', 'truckførerbevis']",3
"['søk', 'må', 'disponer', 'egen', 'bil', 'heng']",0
"['må', 'andr', 'ord', 'vær', 'godt', 'egn']",0
"['hør', 'dett', 'interessant', 'bar', 'ta', 'kontakt', 'dag', 'led']",0
"['utfordr', 'roll', 'stor', 'syn', 'bred', 'kontaktflat']",0
"['planlegging', 'frukt', 'grønt']",1
"['kortfatt', 'søknad', 'cv', 'send']",0
"['mo', 'ran']",0
"['trigg', 'tilbyr', 'rekk', 'produkt', 'tjenest', 'avdeling', 'fordelt', 'sotr', 'askøy']",0
"['vant', 'bruk', 'pc', 'dag', 'arbeidsverktøy']",3
"['attest', 'vitnemål', 'vedlegg', 'søknad']",3
"['praktisk', 'erfaring', 'operativ', 'drift']",3
"['utviklingsdirektør', 'bodø', 'kommun']",1
"['kopi', 'vitnemål', 'attest', 'bring', 'intervju']",3
"['må', 'vær', 'rol', 'god', 'sjåfør', 'vær', 'kjent', 'oslo', 'sentrum', 'omegn', 'vær', 'vant', 'kjør', 'bil', 'områd']",3
"['engasjer', 'målrett']",2
"['søknadsfrist', 'ikk', 'vent']",0
"['ther', 'are', 'about', 'employe', 'from', 'nationaliti']",0
"['interesser', 'knytt', 'komplett', 'montasjelag']",0
['tilbyr'],0
"['brukerstyrt', 'person', 'assistans', 'bpa']",0
"['prosessansv', 'ell', 'fler', 'kjerneprosess']",1
"['person', 'egnet', 'vektlegg']",0
"['senest', 'august']",0
"['søknad', 'behandl', 'løp']",0
"['menn', 'oppfordr', 'søk']",0
"['sosial', 'arrangement', 'hygg', 'oppmerksom', 'gjennom', 'året']",0
"['rendal', 'rikt', 'kulturliv', 'rekk', 'lag', 'forening']",0
"['sikkerhetsklarering', 'minimum', 'nivå', 'hemm', 'forutsetning', 'stilling']",3
"['ser', 'dykt', 'led', 'brenn', 'butikkdrift', 'evn', 'skap', 'entusiasm', 'hos', 'ansatt', 'butikk', 'øvr', 'kollega']",1
"['søk', 'lidenskap', 'vint', 'ski', 'spesielt', 'racing', 'langrenn']",0
"['dett', 'størst', 'infrastrukturprosjekt', 'sweco', 'noensinn', 'skjer', 'rett', 'utenfor', 'vårt', 'kontor', 'ham']",0
"['antall', 'stilling']",0
"['må', 'båd', 'vær', 'kreativ', 'strukturer']",2
"['ønsk', 'erfaring', 'tverrfag', 'spesialiser', 'rusbehandling', 'ung']",3
"['tilsettingsvilkår', 'hh']",0
"['høye', 'ambisjon', 'elev', 'vegn']",2
"['lønn', 'arbeidsvilkår', 'avtal', 'arbeidstakerorganisasjon', 'virk']",0
"['sjøli', 'hanestad', 'sokn']",0
"['år', 'famili', 'behov', 'omfatt', 'hjelpetiltak', 'lov', 'barneverntjenest']",0
"['systematisk', 'nøyakt', 'målrett']",2
"['selskap', 'kjent', 'nordisk', 'merkevar', 'bruk', 'nest', 'to', 'million', 'nordmenn', 'uke']",0
"['austevoll', 'kommun', 'tilby']",0
"['tilsatt', 'må', 'vær', 'forbered', 'arbeidsoppgav', 'ansv', 'endr', 'forbind', 'oppbygging', 'hustadvik', 'kommun']",0
"['født', 'optimist', 'alltid', 'ser', 'mul']",2
"['tett', 'oppfølging', 'nyansatt', 'lærer', 'gjennom', 'veiledning', 'fadderordning']",0
"['ell', 'send', 'e', 'post']",0
"['fleir', 'opplysning', 'ta', 'ikontakt']",0
"['god', 'språkkunnskap', 'framstillingsevn', 'båd', 'skrift', 'munn']",3
"['søknad', 'samt', 'opplysning', 'arbeidstidsrom', 'send']",0
"['ability', 'to', 'roll', 'up', 'your', 'sleev', 'to', 'get', 'thing', 'don']",2
"['stilling', 'består', 'utadrett', 'salg', 'båd', 'skad', 'personforsikring', 'næringsliv', 'berg']",1
"['friendly', 'colleagu', 'in', 'an', 'industry', 'with', 'a', 'bright', 'futur']",0
"['årslønn', 'tariff']",0
"['b', 'erfaring', 'bransj']",3
"['bestått', 'norskprøv', 'skrift', 'munt', 'må', 'dokumenter', 'søknad']",3
"['dett', 'bidr', 'fornying', 'sett', 'tydeliger', 'ungdomspreg', 'arrangement']",0
"['arbeid', 'oppgav', 'bestå', 'frokost', 'lunsj', 'middag']",1
"['pensjonsyt', 'oslo', 'ansv', 'saksbehandl', 'pensjon', 'pensjonist', 'bosatt', 'utland', 'pensjonist', 'bosatt', 'norg', 'tidliger', 'utlandsopphold']",1
"['rådgiv', 'aktiv', 'støtt', 'leder', 'driv', 'hr', 'prosess']",1
"['jobb', 'implemtering', 'bedr', 'hverdagsliv', 'beboer', 'fortsett', 'lev', 'liv', 'gjord', 'tidliger']",0
"['diss', 'period', 'full', 'rull', 'travelt', 'båd', 'butikk', 'systu']",0
"['god', 'kommunikasjonsevn', 'skrift', 'munt', 'engelsk', 'skandinavisk', 'språk', 'krav']",2
"['takl', 'stress', 'godt', 'lik', 'høyt', 'tempo']",1
"['samhandling', 'pasient']",1
"['motiver', 'god', 'salgsopplev']",0
"['elektronisk', 'søknadsskjem']",0
"['treng', 'hjelp', 'vend', 'kundetorg', 'tlf']",0
"['treng', 'hr', 'sjef', 'ambisjon', 'lykk', 'sterk', 'interess', 'hr', 'fagfelt']",1
"['application', 'must', 'includ']",0
"['behersk', 'engelsk', 'skrift', 'munt']",3
"['elektronisk', 'søknadsskjem']",0
"['ell', 'pr', 'post']",0
"['søknad', 'send']",0
"['førerett', 'stilling']",0
"['andaktsstund', 'sykehjemm']",1
"['mul', 'forleng']",0
"['arbeidsoppgav', 'eierskift', 'skatt', 'merverdiavgift', 'arveavgift', 'odel', 'konsesjon', 'jord', 'taksering', 'regnskap', 'budsjett', 'plan']",1
"['mul', 'person', 'fag', 'utvikling']",0
"['st', 'of', 'august']",0
"['mer', 'informasjon']",0
"['teatr', 'fast', 'ansatt', 'vikar', 'tillegg', 'innleid', 'prosjekt', 'etc']",0
"['lønn', 'ltr']",0
"['creat', 'and', 'updat', 'mark', 'plan', 'joubel']",1
"['søknadsfrist', 'mai']",0
"['humørspred', 'blant', 'kol', 'vel', 'kund']",2
"['person', 'egnet', 'vektlegg']",0
"['dett', 'jobb']",0
"['søknadsfrist', 'oktob']",0
"['fakultet', 'tilbyr', 'høyer', 'utdanning', 'teknisk', 'fag', 'kunstfag', 'designfag', 'forsking']",0
"['hjelpeplei', 'helsefagarbeid', 'fast', 'stilling', 'namso', 'bo']",0
"['lik', 'jobb', 'team']",2
"['amedi', 'får', 'ansvar', 'utvalgt', 'mediehus', 'region', 'ell', 'selskap', 'portefølj', 'vær', 'strategisk', 'rådgiv', 'partn', 'organisasjon', 'støtt']",1
"['åpn', 'tre', 'år', 'sid', 'land', 'led', 'meeting', 'eventhotell']",0
"['søk', 'lik', 'jobb', 'direkt', 'mennesk', 'lik', 'resultatbaser', 'lønn', 'selvgå', 'samt', 'jobb', 'team']",2
"['oppgav', 'består', 'fakturering', 'innkjøp', 'andr', 'administrativ', 'oppgav', 'nært', 'samarbeid', 'økonomiansvar']",1
['offentlig'],0
"['båd', 'garantilønn', 'provisjon']",0
"['utfør', 'økonomisk', 'rådgivning', 'jordbruk', 'skogbruk', 'andr', 'bygdenæring']",1
"['oppdrag', 'pass', 'godt', 'kombinasjon', 'ann', 'rotasjonsjobb', 'lenger', 'period', 'fri', 'ser', 'snakk', 'engelsk']",3
"['elektronisk', 'søknadsskjem']",0
"['salg', 'budsjettansv']",1
"['får', 'jobb', 'må', 'triv', 'høyt', 'tempo', 'varier', 'oppgav', 'period', 'krev', 'fysisk', 'arbeid']",2
"['tillegg', 'skol', 'egn', 'elev', 'mott', 'elev', 'tonsenhag', 'skol', 'vårt', 'ungdomstrinn']",0
"['samarbeid', 'kirkeverg', 'vurder', 'behov', 'utstyr']",1
"['sentral', 'sekretariat', 'ansvar', 'lagt', 'avdeling', 'organisasjonsutvikling', 'medlemstjenest']",1
"['vant', 'jobb', 'prosjektteam', 'flink', 'samarbeid', 'gjør', 'andr', 'god']",2
"['arbeid', 'hendelsesrik', 'unik', 'sentrumsbydel', 'norg']",0
"['lønn', 'øvr', 'vilkår', 'avtal']",0
"['oslo', 'vo', 'helsfyr', 'utvikl', 'egen', 'spesialtilpass', 'modell', 'to', 'yrkesfag', 'utdanningsprogram']",0
"['and', 'maintain', 'solid', 'custom', 'relationship', 'by', 'handling', 'their', 'question', 'and', 'concern', 'with', 'speed', 'and', 'professionalism']",1
"['hotell', 'inngår', 'kjed', 'conferenc', 'konsept']",0
"['menn', 'vert', 'oppmod', 'søkj']",0
"['verdsett', 'utadvend', 'fleksibl', 'ansvarsbevisst', 'medarbeider']",2
"['evt', 'samarbeid', 'revisor']",1
"['myp', 'spanish']",0
"['ber', 'derfor', 'send', 'elektronisk', 'søknad']",0
"['tiltred', 'avtal']",0
"['må', 'kunn', 'dokumenter', 'erfaring', 'utdanning', 'attest']",3
"['stilling', 'ia']",0
"['einingslei', 'samfunnsutvikling']",1
"['elektronisk', 'søknadsskjem']",0
"['the', 'job', 'is', 'distribution', 'of', 'pap', 'advertisement', 'and', 'oth', 'product', 'to', 'our', 'subscrib', 'and', 'custom', 'in', 'the', 'are', 'of', 'oslo']",1
"['aktuell', 'stilling', 'plasser', 'franchisetag', 'selskap']",0
"['bidr', 'organisasjonsutvikling']",1
"['systemtiltak', 'lesing', 'begrepsopplæring']",1
"['skoleassistent', 'stillingskod']",0
"['stimulating', 'challenging', 'and', 'friendly', 'work', 'environment']",0
"['bygd', 'sterk', 'oppleving', 'treng', 'ikkj', 'eta', 'smalahov', 'ell', 'hopp', 'fallskjerm', 'bu', 'triv', 'voss', 'mykj', 'meir', 'by']",0
"['god', 'skrift', 'munt', 'fremstillingsevn']",3
"['nyutdann', 'sterk', 'fagkompetans', 'vurder']",0
"['praksis', 'frå', 'dess', 'fag', 'ell', 'nærligg', 'fag']",0
"['ytterliger', 'spørsmål', 'stilling', 'rett', 'distriktssjef']",0
"['all', 'søknad', 'led', 'stilling', 'må', 'gjør', 'elektronisk', 'vårt', 'rekrutteringssystem']",0
"['god', 'lønnsbeting', 'avtal']",0
"['arbeidssted', 'prisbelønn', 'lokal', 'sag', 'oslo']",0
"['lit', 'mul', 'ta', 'fri', 'feri', 'diss', 'period']",0
"['god', 'ferdigheit', 'norsk', 'båd', 'skrift', 'munn']",2
"['relevant', 'mast', 'degre', 'in', 'informatic', 'or', 'bioinformatic', 'from', 'col', 'or', 'university']",3
"['kommun', 'god', 'forsikring']",0
['søk'],0
"['ta', 'kontakt']",0
"['lang', 'erfaring', 'praksis', 'kompenser', 'del', 'utdanningskrav']",0
"['prosjekt', 'analysearbeid']",1
"['led', 'driftsen', 'overordn', 'fag']",1
"['x', 'fast', 'stilling', 'miljøterapeut', 'led', 'frå', 'snar', 'vikarpool']",1
"['politiattest', 'vert', 'krevd']",3
"['mul', 'påvirk', 'vider', 'utvikling', 'nav', 'dramm', 'partnerskap', 'jakt', 'god', 'løsning', 'brukern']",0
"['bruk', 'elektronisk', 'søknadsskjem', 'finn', 'gå', 'søknad']",0
"['musé', 'dikter']",0
"['hip', 'botilbud', 'person', 'psykisk', 'rusrelater', 'utfordring']",0
"['jobb', 'stort', 'fagligmiljø', 'personal', 'vær', 'pedagogisk', 'leder']",0
"['arbeidsplass', 'inkluder', 'arbeidsliv', 'ia']",0
"['g', 'max', 'stor', 'sportsvarehus', 'innehold', 'absolutt', 'alt', 'sport', 'båd', 'nybegynner', 'entusiast']",0
"['erfaring', 'c', 'qt']",3
"['tid', 'utgjør', 'kr', 'kr']",0
"['experienc', 'from', 'preparing', 'and', 'executing', 'eu', 'project']",3
"['fagarbeid', 'stillingskod']",0
"['får', 'list', 'stilling', 'lyst']",0
"['blikk', 'all']",2
"['nccs', 'visjon', 'forny', 'bransj', 'lever', 'best', 'bærekraft', 'løsning']",0
"['has', 'the', 'ability', 'to', 'work', 'independently', 'confidently', 'and', 'proactively']",1
"['meir', 'opplysning', 'stilling', 'ta', 'kontakt', 'leiar']",0
"['god', 'evn', 'samarbeid', 'ansatt', 'foresatt', 'ekstern', 'aktør']",2
"['sjåfør', 'gjennom', 'stilling', 'disponer', 'ansvar', 'svært', 'kostbart', 'materiell']",1
"['kunn', 'sikkerhetsklarer', 'må', 'vær', 'gi', 'person', 'opplysning', 'nærmest']",3
"['omgjeng', 'samarbeidsvil']",2
"['stilling', 'forutsett', 'god', 'hels']",3
"['karrieremu', 'bar', 'drømm']",0
"['august', 'led', 'stilling', 'skol', 'ungdomstrinn', 'undervisning', 'hovedsak', 'fag', 'engelsk', 'fransk']",1
"['erfaring', 'flerkulturelt', 'ungdomsarbeid', 'fordel']",3
"['we', 'will', 'walk', 'the', 'extr', 'mil', 'to', 'wow', 'our', 'custom']",0
"['stor', 'arbeidskapasit', 'kunn', 'jobb', 'målrett']",2
"['søk', 'må', 'behersk', 'norsk', 'munt', 'skrift']",3
"['politiattest', 'innhent']",3
"['end', 'plassering', 'grad', 'skjer', 'henhold', 'enkelt', 'oppfyll', 'kompetansekriteri']",0
"['samt', 'helg', 'helligdag']",0
"['skiftperiod', 'utbetal', 'skifttillegg']",0
"['løsningsorienter', 'fleksibel']",2
"['antall', 'stilling']",0
"['reiseaktivit', 'reisevirksom', 'må', 'påregn']",0
"['responsibl', 'coordinating', 'and', 'developing', 'the', 'internal', 'eu', 'user', 'group']",1
"['stilling', 'tiltr', 'avtal']",0
"['teaterforestilling', 'teatertur', 'barnefamili']",0
"['års', 'ledererfaring', 'skol']",3
"['solid', 'relevant', 'ledererfaring', 'strategisk', 'nivå', 'størr', 'kompleks', 'organisasjon', 'fortrinnsvis', 'offent', 'virksom', 'samt', 'god', 'økonomisk', 'forstå']",3
"['representer', 'båd', 'fast', 'bol', 'overgangsbo']",0
"['positiv', 'fleksibel', 'sjølvstend', 'lik', 'arbeid', 'ålein', 'team']",2
"['høgar', 'økonomisk', 'utdanning', 'relevant', 'arbeidserfaring', 'kompenser', 'mangl', 'formell', 'utdanning']",3
"['god', 'kommunikasjonsevn', 'god', 'sosial', 'ferd']",2
"['varier', 'fag', 'arbeidsoppgav']",0
"['menn', 'oppfordr', 'søk']",0
"['fordel', 'erfaring', 'bransj', 'ell', 'utdann', 'innenfor', 'vvs']",3
"['intervju', 'normal', 'gjennomført']",0
"['erfaring', 'bygg', 'anlegg', 'privat', 'ell', 'jobbsammenheng', 'komm', 'godt', 'ikk', 'nødvend']",3
"['opplysning', 'stilling', 'finn']",0
"['hos', 'stor', 'takhøyd', 'gi', 'frih', 'bruk', 'ressurs', 'best', 'mul', 'måt']",0
"['løn', 'avtal']",0
"['postboks', 'postmottak', 'lillehamm']",0
"['omsorgsforetak', 'lever', 'tjenest']",0
"['lønn', 'avtal', 'tariff']",0
"['ncc', 'treng', 'god', 'fagfolk']",0
"['motivasjon', 'evn', 'tilegn', 'nye', 'kunnskap', 'ønsk', 'utvikl', 'god', 'tjenest']",2
"['relevant', 'høyer', 'utdanning', 'minimum', 'bachelornivå', 'ell', 'politiskol']",3
"['ann', 'utdanning', 'relevant', 'tjenesteerfaring', 'vurdering', 'kunn', 'kompenser', 'mangl', 'formell', 'utdanning']",3
"['racingspesialist', 'langrenn', 'nordisk']",0
"['elektronisk', 'søknadsskjem']",0
"['elektronisk', 'søknadsskjem']",0
"['skift', 'tilpass', 'del']",1
"['mør', 'romsdal', 'fylkeskommun', 'mål', 'speil', 'mangfold', 'befolkning']",0
"['hotell', 'rom', 'a', 'la', 'cart', 'restaurant', 'bar', 'bankett', 'konferansekapasit', 'person']",0
"['orienter', 'tilfør', 'energi', 'driv', 'prosjekt', 'led']",2
"['tysk', 'engelsk', 'norsk', 'tal', 'foretrukk']",3
"['denn', 'rekruttering', 'bruk', 'personanalysetest']",0
['utviklingskompetans'],0
"['gjern', 'spisskompetans', 'foto', 'grafisk', 'design', 'film', 'teat', 'musikk', 'dan']",3
"['hovedregel', 'søkerlist', 'ikk', 'unntatt', 'offent', 'jfr']",0
"['liabø', 'vågland']",0
"['person', 'egnet', 'vektlegg']",0
"['dykt', 'selvstend', 'blikkenslag', 'søk', 'fast', 'ansett']",2
"['samtid', 'samfunnsinteresser', 'ønsk', 'gi', 'mennesk', 'mul']",2
"['global', 'hr', 'management']",1
"['aktuell', 'søkjar', 'vert', 'kall', 'intervju']",0
"['spenn', 'hektisk', 'hverdag', 'stad', 'nye', 'utfordring']",0
"['analyseavdeling', 'del', 'rådmann', 'stab']",0
"['tidliger', 'erfaring', 'prospektering', 'nye', 'kund']",3
"['politibetjent', 'seksjon', 'spaning']",1
"['evn', 'planlegg', 'langsikt', 'samtid', 'kunn', 'takl', 'dag', 'utfordring']",2
"['vedlikehold', 'grøntanlegg']",1
"['få', 'god', 'føl', 'arbeidsliv', 'føl', 'godt', 'ivaretatt']",0
"['planlegging', 'gjennomføring', 'kampanj', 'aktivitet', 'butikk']",1
"['kjennskap', 'aktuell', 'lovgivning']",3
"['gjern', 'komm', 'kontakt', 'aktuell', 'kandidat', 'interess', 'gå', 'båtbyggjarlær', 'ta', 'gjern', 'kontakt']",0
"['lunn', 'kommun']",0
"['ell', 'www']",0
"['utfordr', 'varier', 'arbeidsoppgåv', 'aktiv', 'nasjonalt', 'fartøyvernsent', 'vektlegg', 'formidling', 'tverrfag', 'arbeid']",0
"['elektronisk', 'søknadsskjem']",0
"['fleksibel', 'arbeidstid', 'mul', 'trening', 'inntil', 'tim', 'pr', 'uke', 'arbeidstid']",0
"['annonsør', 'ski', 'kommun']",0
"['rem', 'fabrikkveg', 'åpn', 'august']",0
"['erfaring', 'gartn', 'handy']",3
"['førarkort', 'klass', 'b', 'nyutdann', 'søkj', 'erfaring', 'ver', 'føremon']",3
"['vær', 'tilst', 'barn', 'lek', 'båd', 'deltak', 'observatør']",1
"['person', 'eigenskap', 'erfaring', 'frå', 'likn', 'arbeid', 'vert', 'vektlagt']",0
"['stilling', 'lønn', 'namsfogd', 'sko', 'kr']",0
"['tillegg', 'språkfag', 'norsk', 'engelsk', 'tysk', 'spansk', 'ønsk', 'søker', 'kompetans', 'kunst', 'håndverk']",3
"['erfaring', 'kompetans', 'systematisk', 'hms']",3
"['kortfatt', 'søknad', 'vedlagt', 'cv', 'send', 'boen', 'bruk', 'as', 'topdalsvei', 'tveit', 'ell', 'e', 'post']",0
"['deltak', 'prosjekt', 'tver', 'utviklingsavdeling']",1
"['delt', 'møt', 'kur', 'arbeidsgiv', 'pålegg']",1
"['løsningsorienter', 'utadvent']",2
"['barnehag', 'egen', 'bålplass']",0
"['fantastisk', 'kollega', 'eier']",0
"['ansv', 'butikk', 'hel', 'norg']",0
"['må', 'påberegn', 'kveldsarbeid']",1
"['innsamling', 'ulik', 'avfallstyp']",1
"['sosial', 'vær', 'fordel']",0
"['stilling', 'inngår', 'norsk', 'ledergrupp']",0
['engasjement'],0
"['god', 'kunnskap', 'regelverk']",3
"['relevant', 'utdanning', 'tilsvar', 'bachelorgrad', 'høyskol', 'ell', 'universit']",3
"['beskriv', 'arbeidssted']",0
"['virksom', 'legg', 'forsvar', 'vekt', 'legg', 'rett', 'arbeidsforhold', 'person', 'reduser', 'funksjonsevn']",0
"['erfaring', 'led', 'utvikl', 'produkt']",3
"['må', 'vær', 'trygg', 'voksenperson', 'tyd', 'rollemodell', 'ungdomm']",2
"['hør', 'ta', 'kontakt']",0
"['antall', 'stilling', 'fast', 'tilkallingsvikar']",0
"['betjent', 'rettl', 'hold', 'innsatt', 'sysselsatt']",1
"['led', 'avdeling', 'arbeidsled', 'team']",1
"['group', 'in', 'kristiansand']",0
"['intern', 'ekstern', 'opplæring', 'produkt']",1
"['triv', 'arbeidsmiljø', 'god', 'utviklingsmu']",0
"['gudstjenest', 'kirk', 'handling']",1
"['salary', 'according', 'to', 'sko', 'ranging', 'from', 'pay', 'grad']",0
"['social', 'benefit', 'including', 'pension', 'lif', 'insuranc', 'and', 'accident', 'insuranc']",0
"['jobb', 'hovedsak', 'vær', 'plenklipping', 'stell', 'vedlikehold', 'kirkegård', 'ran']",1
"['sportsbransjeerfaring', 'ikk', 'avgjør', 'fordel']",3
"['tilbyr', 'konkurransedykt', 'lønnsbeting', 'ordn', 'arbeidsforhold', 'samt', 'god', 'mul', 'karriereutvikling']",0
"['triv', 'miljø', 'god', 'kollega']",0
"['managing', 'the', 'day', 'to', 'day', 'operation', 'of', 'the', 'front', 'of', 'hous']",1
"['arbeidstid', 'skiftarbeid', 't', 'uke']",0
"['byggrelater', 'fagområd', 'ell', 'andr', 'virksom', 'stor', 'kompleks', 'prosjekt']",0
"['vedlikehold', 'katalog', 'søkedatabas']",1
"['målgrupp', 'barn', 'ald']",0
"['skrift', 'søknad', 'cv', 'send']",0
"['godt', 'humør', 'opptatt', 'skap', 'positiv', 'arbeidsmiljø']",2
"['dersom', 'behov', 'hjelp', 'registrering', 'søknad', 'ta', 'kontakt', 'personalservic', 'tlf']",0
"['høgskol', 'tilbyr', 'utfordr', 'varier', 'lederoppgav', 'aktiv', 'mangfold', 'fagmiljø', 'høyt', 'motiver', 'medarbeider', 'arbeidsplass', 'utvikling']",0
"['empati', 'skap', 'trygg']",2
"['dokumenter', 'erfaring', 'miljøterapeutisk', 'arbeid', 'famili']",3
['bær'],0
"['utvikl', 'bygg', 'selg', 'fremtid', 'miljø', 'bol', 'arbeid', 'kommunikasjon']",1
"['spenn', 'jobb', 'selskap', 'vekst']",0
"['vilj', 'evn', 'led', 'utviklingsprosess']",1
"['aktivitetsskol', 'vahl', 'led', 'stilling', 'assistent', 'grupp', 'barn', 'spesiell', 'behov']",1
"['utfordr', 'meningsfylt', 'arbeidsoppgav', 'engasjer', 'kompetent', 'fagmiljø']",0
"['opplæring', 'kursing']",0
"['prat', 'kund', 'forutsett', 'behersk', 'norsk', 'munt', 'skrift']",3
"['dett', 'krav', 'fravik', 'dersom', 'søk', 'dokumenter', 'god', 'norsk', 'skrift', 'munt', 'fremstillingsevn']",3
"['jobb', 'spenn', 'hektisk', 'bransj', 'stor', 'mul', 'påvirk', 'egen', 'arbeidsdag', 'anbefal', 'søk', 'stilling', 'hos']",0
"['søker', 'må', 'opplys', 'behersk', 'begg', 'målform', 'må', 'førerkort', 'disponer', 'bil']",3
"['preferabl', 'col', 'university']",3
"['annonsør', 'politi', 'sikkerhetstjenest', 'pst']",0
"['spørsmål', 'stilling', 'rett', 'nav']",0
"['sikt', 'kunn', 'ta', 'roll', 'monteringsled']",1
"['søknad', 'cv', 'send', 'novemb', 'dag', 'led']",0
"['fravær', 'prøvetid', 'forleng', 'avtalt', 'prøvetid', 'period', 'tilsvar', 'lengd', 'fravær']",0
"['heimt', 'as', 'treng', 'person', 'breddekompetans', 'motiver', 'båd', 'operativ', 'strategisk', 'arbeid']",1
"['del', 'team', 'lik', 'jobb', 'samm', 'gøy', 'engasjer', 'jobb']",0
"['lønn', 'arbeidsvilkår', 'fastsatt', 'lov', 'avtaleverk']",0
"['kommun', 'personalpolitisk', 'mål', 'arbeidsstab', 'gje', 'bilet', 'folkesetnad', 'generelt', 'båd', 'gjeld', 'kjønn', 'kulturelt', 'mangfald']",0
"['søker', 'bes', 'legg', 'bild', 'søknad']",3
"['innkjøpsprosess', 'vegn', 'samarbeid', 'kommunalavdeling']",1
"['evn', 'etabler', 'utvikl', 'kunderelasjon']",2
"['kommun', 'egen', 'kulturskol']",0
"['lykk', 'må', 'tett', 'samarbeid', 'kund']",0
"['sterkt', 'ønsk', 'lykk']",0
"['utfordr', 'varier', 'stilling', 'selskap', 'sterk', 'vekst']",0
"['stilling', 'innebær', 'primært', 'arbeid', 'sykehjem', 'hjemmetjenest']",1
"['rendal', 'blant', 'ann', 'eget', 'symfoniorkest']",0
"['utøv', 'endringsarbeid', 'famili', 'fastlåst', 'samspillsmønstr', 'negativ', 'oppdragelsesmønstr']",1
"['høyer', 'utdanning', 'relevant', 'erfaring', 'kompenser', 'utdanning']",2
"['inkluder', 'samarbeid', 'organisasjon']",0
"['romsdal', 'hf']",0
"['evn', 'sett', 'nye', 'arbeidsoppgav', 'kunn', 'tilegn', 'kompetans', 'egen', 'hånd']",2
"['experienc', 'as', 'evaluator', 'of', 'eu', 'application']",3
"['vis', 'engasjement', 'red', 'respekt']",2
"['unik', 'mul', 'vær', 'utvikl', 'nye', 'bråtenallé', 'barnehag']",0
"['jobb', 'elixi']",0
"['må', 'kunn', 'offic', 'godt']",3
"['representer', 'lojalit', 'stabilit', 'forutsigbar', 'kontinuit']",2
"['ansv', 'nødvend', 'formell', 'struktur', 'bruker', 'eierskap', 'lokal', 'egen', 'kulturskaping']",1
"['as', 'enkelt', 'ansatt', 'følg', 'prosjekt', 'a', 'forprosjekt', 'byggesøknad', 'oppfølging', 'prosjektled', 'und', 'byggeperiod']",1
"['vest', 'godt', 'togsamband', 'berg', 'oslo']",0
"['gjør', 'oppmerksom', 'cv', 'benytt', 'utvid', 'søkerlist']",0
"['menn', 'oppfordr', 'søk']",0
"['følg', 'stor', 'oppdragsmengd', 'ønsk', 'person', 'rask', 'tiltred', 'midlertid', 'stilling', 'mul', 'forleng', 'behov']",0
"['spørsmål', 'stilling', 'velkomm', 'ta', 'kontakt', 'kandidat']",0
"['anleggsbransj', 'utkikk', 'hjelpearbeider', 'trå', 'kort', 'varsel', 'kund', 'behov']",1
"['generous', 'company', 'discount']",0
"['resultatorienter', 'god', 'gjennomføringsevn']",2
"['oppgav', 'vær', 'reparasjon', 'bøting', 'sluttbehandling', 'oppdrettsnøt', 'fortrinnsvis', 'sluttbehandling', 'samt', 'delt', 'dag', 'arbeidsoppgav', 'behov']",1
"['fullstend', 'utlysingstekst', 'søknadsskjem', 'finn', 'nettsid', 'www']",0
"['arbeid', 'verksted', 'utfør', 'hovedsak', 'produksjon', 'reparasjon', 'privat', 'offent', 'samt', 'bedrift', 'nærområd']",1
"['ungdomsrelater', 'utdanning', 'f', 'eks', 'fagbrev', 'barn', 'ungdomsarbeiderfag', 'relevant', 'yrkeserfaring']",3
"['ser', 'frem', 'mott', 'søknad']",0
"['lunn', 'kommun', 'omlag', 'innbygger', 'ligg', 'hadeland', 'km', 'nord', 'oslo', 'sentrum', 'kort', 'vei', 'gardermo']",0
"['sportseldorado', 'sidestykk', 'rik', 'plass', 'vis', 'utstyr', 'bekledning', 'all', 'typ', 'sportsaktivitet']",0
"['god', 'arbeidsforhold']",0
"['tett', 'samarbeid', 'øvr', 'miljøterapeut', 'avdeling', 'institusjon', 'samt', 'avdelingsled']",0
"['konkurransedykt', 'beting', 'god', 'fremtid', 'karrieremu']",2
"['helhet', 'ansv', 'samt', 'hr', 'leverans', 'egen', 'portefølj']",1
"['god', 'dat', 'kunnskap', 'flyt', 'norsk', 'munt', 'skrift', 'forutsettning']",3
